ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000250264	TAP2	6	32781544	32806599	-1	protein_coding	NA	NA	NA	1.687231754	16	22.9	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.303e-26	rs73739316;rs117816501;rs79433101;rs138389328;rs241436;rs143469999;rs3129891:rs117816501:rs9380294:rs1617322:rs3135344:rs199639400:rs56673349;rs7754570:rs148698549:rs17209007:rs16870693:rs117816501;rs138389328:rs2856437:rs2853807:rs204996:rs2072915:rs6457499:rs549182:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs114475159:rs9268909:rs7754570:rs73739316:rs241436:rs143469999:rs2071349:rs588997:rs2097442:rs9268845:rs11757500:rs144039739	3
ENSG00000204267	TAP2	6	32789610	32806557	-1	protein_coding	6891	TAP2	0.00171341819174486	1.687231754	7	22.9	1	4.77389977558e-11	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.303e-26	rs73739316;rs117816501;rs79433101;rs138389328;rs241436;rs143469999;rs3129891:rs117816501:rs9380294:rs1617322:rs3135344:rs199639400:rs56673349;rs7754570:rs148698549:rs17209007:rs16870693:rs117816501;rs138389328:rs2856437:rs2853807:rs204996:rs2072915:rs6457499:rs549182:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs114475159:rs9268909:rs7754570:rs73739316:rs241436:rs143469999:rs2071349:rs588997:rs2097442:rs9268845:rs11757500:rs144039739	3
ENSG00000204264	PSMB8	6	32808494	32812480	-1	protein_coding	5696	PSMB8	0.0120031719912635	-0.438662555	2	22.9	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.955e-32	rs143469999;rs16870693;rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs204996:rs566907865:rs9268909:rs17209007:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs6457499:rs549182:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs56673349;rs7754570:rs9380294:rs10947261:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs7754570:rs73739316:rs241436:rs143469999:rs2071349:rs588997:rs2097442:rs9268845	3
ENSG00000240065	PSMB9	6	32811913	32827362	1	protein_coding	5698	PSMB9	0.225647028212841	0.23556357	3	22.9	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.955e-32	rs143469999;rs16870693;rs117816501;rs79433101;rs138389328;rs138389328:rs2856437:rs2853807:rs204996:rs566907865:rs9268909:rs17209007:rs9268845:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs6457499:rs549182:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs56673349;rs7754570:rs9380294:rs10947261:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs7754570:rs73739316:rs241436:rs143469999:rs2071349:rs588997:rs2097442	3
ENSG00000168394	TAP1	6	32812986	32821755	-1	protein_coding	6890	TAP1	0.286650163167608	0.342218619	3	22.9	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	2.303e-26	rs143469999;rs16870693;rs117816501;rs79433101;rs138389328;rs204996:rs2856437:rs431541:rs549182:rs117816501;rs138389328:rs2072915:rs148698549:rs9268909:rs17209007:rs9271146:rs9273079:rs6457499:rs56673349:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs926070:rs117816501:rs56673349;rs7754570:rs9380294:rs10947261:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs114475159:rs7754570:rs73739316:rs241436:rs143469999:rs2071349:rs588997:rs2097442:rs9268845:rs11757500:rs144039739	3
ENSG00000242574	HLA-DMB	6	32902406	32908847	-1	protein_coding	3109	HLA-DMB	0.00490510636506002	0.554261301	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.001e-32	rs117816501;rs79433101;rs138389328:rs2097442:rs9268845:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs78496075:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs138389328:rs549182:rs2856437:rs2853807:rs204996:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs199639400:rs56673349;rs7754570:rs9268909:rs3129891:rs241436:rs143469999:rs16870693:rs2071349:rs148698549:rs588997:rs2072915:rs9380294:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3135344:rs114475159:rs7754570:rs73739316:rs566907865:rs376877:rs9277341:rs926070:rs1049213:rs9273524:rs17205528:rs28688207:rs536421612:rs28688207;rs35597309:rs9275505:rs538473	3
ENSG00000248993	XXbac-BPG181M17.5	6	32905141	32920899	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Adrenal:Aorta:Bladder:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Lung:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.326e-55	rs148698549:rs9268845:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs78496075:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs73739316:rs117816501;rs79433101;rs138389328:rs241436:rs143469999:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs538473:rs56673349;rs7754570:rs9380294:rs10947261:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs114475159:rs9268909:rs7754570:rs16870693:rs566907865:rs376877:rs588997:rs2071349:rs9277341:rs138389328:rs204996:rs2097442:rs1049213:rs28407950:rs35597309:rs28688207;rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs28688825:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs28688207:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs115792074:rs143357379:rs79433101:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs9270549;rs9271146:rs199707618:rs9275505:rs2072915:rs2856437:rs431541:rs391755:rs17202120:rs116548543	3
ENSG00000204257	HLA-DMA	6	32916390	32936871	-1	protein_coding	3108	HLA-DMA	0.687977633420569	0.302076019	0	0	81	5.80308743259e-06	0.049	DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_naive_TREG	-	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Adult_Cortex:Fetal_Cortex:Adrenal:Aorta:Bladder:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Lung:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.326e-55	rs3129891;rs117816501;rs79433101;rs138389328;rs1617322;rs17843620;rs9273595;rs1064173;rs9273508;rs9273524;rs2097442;rs143469999:rs16870693:rs148698549:rs2072915:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs138389328;rs116995415;rs117232593:rs74463708:rs138389328:rs117816501;rs138389328:rs2856437:rs2853807:rs204996:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs199639400:rs56673349;rs7754570:rs9268909:rs3129891:rs241436:rs2071349:rs588997:rs9501364:rs117816501;rs138389328:rs73739316:rs926070:rs538473:rs9380294:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3135344:rs114475159:rs7754570:rs566907865:rs376877:rs9277341:rs2097442:rs9268845:rs1049213:rs28407950:rs9271919:rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs28688825:rs17843620;rs9273524:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs28688825;rs73730372:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs115792074:rs143357379:rs79433101:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs9270549;rs9271146:rs199707618:rs9275505:rs431541:rs391755:rs17202120:rs116548543	3
ENSG00000204256	BRD2	6	32936437	32949282	1	protein_coding	6046	BRD2	0.999530880243209	1.252742505	0	0	9	2.26262933557e-05	0.049	DICE/Monocyte_non_classical:DICE/T_CD4_TH2	+	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Adult_Cortex:Fetal_Cortex:Adrenal:Aorta:Bladder:Dorsolateral_Prefrontal_Cortex:Left_Ventricle:Liver:Lung:Pancreas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.326e-55	rs9273079;rs2859066;rs143469999:rs16870693:rs148698549:rs2072915:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs28688207;rs35597309:rs78496075:rs28688207:rs138389328;rs116995415;rs117232593:rs74463708:rs138389328:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs204996:rs6457499:rs549182:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs199639400:rs56673349;rs7754570:rs9268909:rs3129891:rs241436:rs2071349:rs588997:rs9501364:rs117816501;rs138389328:rs73739316:rs926070:rs538473:rs9380294:rs10947261:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3135344:rs114475159:rs7754570:rs566907865:rs376877:rs9277341:rs2097442:rs9268845:rs1049213:rs28407950:rs9271919:rs35597309:rs9273325:rs28688825;rs34304006:rs9273524:rs28688207;rs116343052;rs35597309:rs28688825:rs17843620;rs9273524:rs78496075;rs9273524:rs9273524;rs9271146:rs17843620:rs536421612:rs10456411:rs73730372:rs36058358:rs28724248:rs9273508;rs17843620:rs193147579:rs4713570:rs28688825;rs73730372:rs9273595:rs374144416:rs9273508:rs1064173:rs28746844:rs17205528:rs28746844;rs28724248:rs17613643:rs796744433:rs9273595;rs17613643:rs28688207;rs36058358:rs115792074:rs143357379:rs79433101:rs9270549:rs28688207;rs116343052:rs9269923;rs9270549:rs9269923:rs116343052:rs9270549;rs144039739:rs9273079;rs9271919:rs9270549;rs9273079:rs9270549;rs9271146:rs199707618:rs9275505:rs431541:rs391755:rs17202120:rs116548543	3
ENSG00000204252	HLA-DOA	6	32971955	32977389	-1	protein_coding	3111	HLA-DOA	1.88487379125175e-05	3.610700401	1	3.957	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Right_Ventricle:GM12878:Mesenchymal_Stem_Cell	2.955e-32	rs566907865;rs2071349:rs2072915:rs566907865:rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs78496075:rs28688207;rs35597309:rs28688207:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs117816501;rs79433101;rs138389328:rs17209007:rs56673349;rs7754570:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs73739316:rs241436:rs143469999:rs588997:rs376877:rs9277341	3
ENSG00000231389	HLA-DPA1	6	33032346	33048552	-1	protein_coding	3113	HLA-DPA1	0.000185717032888532	6.047824288	44	10.18	14	2.32268388961e-08	0.049	DICE/B_cell_naive:DICE/Monocyte_non_classical	-	Yes	Adult_Cortex:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	3.34e-24	rs376877;rs588997;rs2071349;rs9277341;rs148698549;rs2856437:rs204996:rs117816501:rs17209007:rs56673349;rs7754570:rs1617322:rs117816501;rs79433101;rs138389328:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs73739316:rs241436:rs143469999:rs16870693:rs566907865:rs376877:rs588997:rs2071349:rs9277341:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs538473	3
ENSG00000223865	HLA-DPB1	6	33043703	33054978	1	protein_coding	3115	HLA-DPB1	7.18465788950328e-09	7.10367917	19	8.577	9	2.06574854744e-06	0.049	DICE/B_cell_naive:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG	+	Yes	EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Adult_Cortex:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.955e-32	rs588997;rs2071349;rs9277341;rs148698549;rs9271919;rs34102154;rs9271146:rs9273079:rs117816501:rs1617322:rs144039739:rs11757500:rs78496075:rs28688207;rs35597309:rs28688207:rs28688825;rs73730372:rs9271919:rs17843620;rs9273524:rs117816501;rs79433101;rs138389328:rs2856437:rs204996:rs17209007:rs56673349;rs7754570:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs73739316:rs241436:rs143469999:rs16870693:rs566907865:rs376877:rs588997:rs2071349:rs9277341:rs6457499:rs549182:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs926070:rs538473	3
ENSG00000204248	COL11A2	6	33130458	33160276	-1	protein_coding	1302	COL11A2	0.999999324603711	-0.865131482	6	16.49	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	5.049e-21	rs566907865;rs2072915;rs2072915:rs566907865:rs148698549:rs117816501;rs138389328:rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs204996:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs241436:rs2071349	3
ENSG00000204231	RXRB	6	33161365	33168630	-1	protein_coding	6257	RXRB	0.99759435069672	-0.117233851	3	16.49	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	5.049e-21	rs2072915;rs148698549:rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs204996:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs241436:rs2071349:rs2072915	3
ENSG00000112473	SLC39A7	6	33168222	33172216	1	protein_coding	7922	SLC39A7	0.0149907535503378	-0.946035665	2	15.75	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	5.049e-21	rs2072915;rs148698549:rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs204996:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs241436:rs2071349:rs2072915	3
ENSG00000204228	HSD17B8	6	33172419	33174608	1	protein_coding	7923	HSD17B8	0.744497984421353	0.059944692	2	15.75	42	2.03116177026e-05	0.049	DICE/Monocyte_classical	-	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.795e-20	rs2072915;rs9273079;rs9271919;rs2072915:rs566907865:rs138389328:rs2856437:rs2853807:rs204996:rs148698549	3
ENSG00000204227	RING1	6	33176272	33180499	1	protein_coding	6015	RING1	0.915792421657898	NA	2	15.75	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.795e-20	rs2072915;rs2072915:rs566907865:rs138389328:rs2856437:rs2853807:rs204996:rs148698549	3
ENSG00000223501	VPS52	6	33218049	33239824	-1	protein_coding	6293	VPS52	0.0159632630188721	0.463746658	2	1.351	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:GM12878	2.822e-19	rs566907865;rs148698549;rs2072915:rs2856437:rs2853807:rs204996:rs143469999:rs566907865:rs376877:rs588997:rs2071349:rs9277341:rs148698549	3
ENSG00000231500	RPS18	6	33239787	33244287	1	protein_coding	6222	RPS18	0.962013320594563	-0.158263282	1	0.579	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:GM12878	2.822e-19	rs148698549;rs2072915:rs2856437:rs2853807:rs204996:rs143469999:rs566907865:rs376877:rs588997:rs2071349:rs9277341:rs148698549	3
ENSG00000235863	B3GALT4	6	33244917	33252609	1	protein_coding	8705	B3GALT4	0.236708748288266	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.822e-19	rs2856437:rs2853807:rs204996:rs2072915	3
ENSG00000227057	WDR46	6	33246885	33257304	-1	protein_coding	9277	WDR46	8.42034553335386e-06	0.412534119	0	0	3	8.32395978013e-05	0.049	DICE/T_CD4_naive_activated	NA	Yes	Promoter_anchored_loops	NA	rs9271919;rs148698549	3
ENSG00000204220	PFDN6	6	33257079	33266178	1	protein_coding	102465501	PFDN6	0.859422179892135	0.536101098	0	0	1	4.53237320566e-05	0.049	DICE/B_cell_naive	+	Yes	Promoter_anchored_loops	3.533e-11	rs241436;rs148698549	3
ENSG00000237441	RGL2	6	33259431	33267101	-1	protein_coding	5863	RGL2	0.0747682997961984	-0.299562132	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.822e-19	rs148698549:rs2856437:rs2853807:rs204996:rs2072915	3
ENSG00000231925	TAPBP	6	33267471	33282164	-1	protein_coding	6892	TAPBP	0.000393581688587975	0.574655219	0	0	7	1.64887631259e-05	0.049	DICE/T_CD4_naive_activated	NA	Yes	Adult_Cortex:Fetal_Cortex:GM12878	2.795e-20	rs9271919;rs9270549;rs138389328:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs204996:rs2072915:rs2071349:rs148698549:rs588997	3
ENSG00000236104	ZBTB22	6	33282183	33285719	-1	protein_coding	9278	ZBTB22	0.235099436717728	0.015913621	1	0.203	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:GM12878	2.795e-20	rs148698549;rs138389328:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs204996:rs2072915:rs2071349:rs148698549:rs588997	3
ENSG00000204209	DAXX	6	33286335	33297046	-1	protein_coding	1616	DAXX	0.842736879816879	0.017443417	1	0.203	1	6.73221927546e-05	0.049	DICE/T_CD4_TH1_17	+	Yes	Promoter_anchored_loops:GM12878	2.582e-12	rs148698549;rs241436;rs16870693:rs117816501;rs79433101;rs138389328:rs2071349:rs148698549:rs588997	3
ENSG00000237649	KIFC1	6	33359313	33377701	1	protein_coding	3833	KIFC1	0.0155780337232565	-0.299170287	0	0	3	8.71095402996e-05	0.049	DICE/T_CD4_TH2	NA	Yes	Adult_Cortex:Fetal_Cortex:IMR90	2.864e-08	rs9271919;rs148698549:rs2072915	3
ENSG00000112511	PHF1	6	33378176	33384230	1	protein_coding	5252	PHF1	0.999558759279796	NA	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90	NA	rs148698549	3
ENSG00000112514	CUTA	6	33384219	33386094	-1	protein_coding	51596	CUTA	1.14218167340545e-05	-0.619995669	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:GM12878:IMR90	8.944e-21	rs138389328:rs2072915:rs148698549:rs2856437:rs2853807:rs204996	3
ENSG00000197283	SYNGAP1	6	33387847	33421466	1	protein_coding	8831	SYNGAP1	0.999998449747972	-1.109120657	1	15.87	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:GM12878:IMR90	8.944e-21	rs148698549;rs138389328:rs2072915:rs148698549:rs2856437:rs2853807:rs204996	3
ENSG00000213588	ZBTB9	6	33422356	33425325	1	protein_coding	221504	ZBTB9	0.0121593630542635	-0.691753581	1	15.87	24	1.64779323339e-05	0.049	DICE/T_CD8_naive	-	Yes	Promoter_anchored_loops:IMR90	1.954e-31	rs148698549;rs199707618;rs34102154;rs28688825;rs566907865	3
ENSG00000030110	BAK1	6	33540329	33548019	-1	protein_coding	578	BAK1	0.00348654810029572	-0.655757051	0	0	0	NA	NA	NA	NA	Yes	GM12878	NA	rs148698549	3
ENSG00000204188	GGNBP1	6	33551515	33556803	1	protein_coding	NA	GGNBP1	NA	NA	1	0.439	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:GM12878	2.326e-55	rs148698549;rs17843620;rs9273524:rs11757500:rs9273524:rs9273079:rs1049213:rs35597309:rs536421612:rs17843620:rs78496075:rs28688207:rs117816501:rs73730372:rs144039739:rs9271146:rs36058358:rs9273325:rs28724248:rs28407950:rs9273508;rs17843620:rs193147579:rs28688207;rs35597309:rs4713570:rs28688825;rs73730372:rs1617322:rs9273595:rs374144416:rs9273508:rs28688825:rs1064173:rs28746844:rs17205528:rs117816501;rs79433101;rs138389328:rs28746844;rs28724248:rs148698549	3
ENSG00000137288	UQCC2	6	33662070	33679504	-1	protein_coding	100500873	UQCC2	0.0595477327271092	0.254207876	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs148698549	3
ENSG00000269490	SBP1	6	33663196	33663474	-1	protein_coding	NA	NA	0.00238547209488957	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs148698549	3
ENSG00000161896	IP6K3	6	33689444	33714762	-1	protein_coding	117283	IP6K3	0.0485338526527661	1.72324211	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs148698549	3
ENSG00000106948	AKNA	9	117096436	117156685	-1	protein_coding	80709	AKNA	0.0285257400281318	3.093442238	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.277e-08	rs3181374	4
ENSG00000095397	DFNB31	9	117164360	117267730	-1	protein_coding	25861	DFNB31	0.0110884966572566	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.277e-08	rs3181374	4
ENSG00000136888	ATP6V1G1	9	117350026	117360653	1	protein_coding	9550	ATP6V1G1	0.0451736710316889	-0.774530591	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.277e-08	rs3181374	4
ENSG00000157693	C9orf91	9	117373486	117408702	1	protein_coding	203197	C9orf91	0.000442176335696461	-0.381447146	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.277e-08	rs3181374	4
ENSG00000181634	TNFSF15	9	117546915	117568406	-1	protein_coding	9966	TNFSF15	0.364139465628525	-1.403693091	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.277e-08	rs3181374	4
ENSG00000106952	TNFSF8	9	117656003	117692697	-1	protein_coding	944	TNFSF8	0.852776651355479	1.464003857	92	15.99	48	4.70785369576e-08	0.049	DICE/NK	-	Yes	EP_correlation_cell_type_oneway:EP_correlation_organ_oneway:Aorta:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.277e-08	rs3181374	4
ENSG00000041982	TNC	9	117782806	117880536	-1	protein_coding	3371	TNC	1.4524742493256e-05	-0.415990332	0	0	86	8.43477333961e-11	0.049	DICE/NK:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_memory_TREG	-	Yes	IMR90:Mesenchymal_Stem_Cell	1.277e-08	rs3181374	4
ENSG00000173077	DEC1	9	117904097	118164923	1	protein_coding	50514	DEC1	0.000209448507541278	0.712118524	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.277e-08	rs3181374	4
ENSG00000256040	PAPPA-AS1	9	119160439	119162885	-1	protein_coding	NA	PAPPA-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.277e-08	rs3181374	4
ENSG00000148219	ASTN2	9	119187504	120177348	-1	protein_coding	23245	ASTN2	0.989172283780343	NA	0	0	0	NA	NA	NA	NA	Yes	Liver	1.277e-08	rs3181374	4
ENSG00000119401	TRIM32	9	119449581	119463579	1	protein_coding	22954	TRIM32	0.0973176435273222	-0.438256703	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.956e-08	rs3181374	4
