# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19213
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_YAP1_AND_WWTR1_TAZ_...          SET      15   -0.0044539   -0.0001244       0.2188      0.50812 REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION
REACTOME_ZBP1_DAI_MEDIATED_I...          SET      20    -0.002964  -9.5582e-05      0.17901      0.50661 REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS
REACTOME_ZINC_EFFLUX_AND_COM...          SET       5      0.10735    0.0017315      0.45371      0.40649 REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY
REACTOME_ZINC_INFLUX_INTO_CE...          SET      10     -0.30107   -0.0068671      0.24152      0.89371 REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY
REACTOME_ZINC_TRANSPORTERS               SET      15      -0.2109   -0.0058907      0.21321      0.83871 REACTOME_ZINC_TRANSPORTERS
REICHERT_G1S_REGULATORS_AS_P...          SET       8      0.81357     0.016598      0.35898     0.011722 REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS
REICHERT_MITOSIS_LIN9_TARGETS            SET      27     -0.03048   -0.0011418      0.15686      0.57703 REICHERT_MITOSIS_LIN9_TARGETS
REN_ALVEOLAR_RHABDOMYOSARCOM...1         SET     375     0.015614      0.00216     0.043774      0.36066 REN_ALVEOLAR_RHABDOMYOSARCOMA_DN
REN_ALVEOLAR_RHABDOMYOSARCOM...2         SET      96     0.037156      0.00262     0.088937      0.33805 REN_ALVEOLAR_RHABDOMYOSARCOMA_UP
REN_BOUND_BY_E2F                         SET      58       0.1002    0.0054972      0.11156      0.18455 REN_BOUND_BY_E2F
REN_MIF_TARGETS_DN                       SET       5      -1.1083    -0.017877       0.4617      0.99181 REN_MIF_TARGETS_DN
RHEIN_ALL_GLUCOCORTICOID_THE...1         SET     339      0.10579     0.013928     0.044518    0.0087498 RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN
RHEIN_ALL_GLUCOCORTICOID_THE...2         SET      69    0.0071949   0.00043041       0.1136      0.47475 RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP
RHODES_CANCER_META_SIGNATURE             SET      62    -0.032178    -0.001825     0.098885      0.62756 RHODES_CANCER_META_SIGNATURE
RHODES_UNDIFFERENTIATED_CANC...          SET      68    -0.015183  -0.00090168     0.087348        0.569 RHODES_UNDIFFERENTIATED_CANCER
RICKMAN_HEAD_AND_NECK_CANCER...1         SET      95     0.077336    0.0054248     0.093636      0.20443 RICKMAN_HEAD_AND_NECK_CANCER_A
RICKMAN_HEAD_AND_NECK_CANCER...2         SET      38   -0.0038673  -0.00017182      0.14542      0.51061 RICKMAN_HEAD_AND_NECK_CANCER_B
RICKMAN_HEAD_AND_NECK_CANCER...3         SET     100     -0.10383   -0.0074714     0.089309      0.87749 RICKMAN_HEAD_AND_NECK_CANCER_C
RICKMAN_HEAD_AND_NECK_CANCER...4         SET      33    -0.038878   -0.0016099      0.14693      0.60434 RICKMAN_HEAD_AND_NECK_CANCER_D
RICKMAN_HEAD_AND_NECK_CANCER...5         SET      79    0.0010464   6.6959e-05     0.092317      0.49548 RICKMAN_HEAD_AND_NECK_CANCER_E
RICKMAN_HEAD_AND_NECK_CANCER...6         SET      52      0.22072     0.011467      0.12008     0.033039 RICKMAN_HEAD_AND_NECK_CANCER_F
RICKMAN_METASTASIS_DN                    SET     247    -0.029832   -0.0033607     0.057692      0.69745 RICKMAN_METASTASIS_DN
RICKMAN_METASTASIS_UP                    SET     293    -0.060126   -0.0073683     0.052878      0.87223 RICKMAN_METASTASIS_UP
RICKMAN_TUMOR_DIFFERENTIATED...1         SET      15     -0.21061   -0.0058825       0.2363      0.81361 RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN
RICKMAN_TUMOR_DIFFERENTIATED...2         SET     119     0.057333    0.0044983     0.082514      0.24358 RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP
RICKMAN_TUMOR_DIFFERENTIATED...3         SET     106    -0.078336   -0.0058027     0.084262      0.82372 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN
RICKMAN_TUMOR_DIFFERENTIATED...4         SET     102     0.078537    0.0057073     0.092867      0.19887 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP
RICKMAN_TUMOR_DIFFERENTIATED...5         SET     370    -0.066587   -0.0091513     0.045174      0.92975 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN
RICKMAN_TUMOR_DIFFERENTIATED...6         SET     230      0.08702    0.0094641     0.057149     0.063931 RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP
RIEGE_DELTANP63_DIRECT_TARGE...          SET     134     0.092116    0.0076662     0.075418      0.11097 RIEGE_DELTANP63_DIRECT_TARGETS_UP
RIGGINS_TAMOXIFEN_RESISTANCE...1         SET     210     0.093008    0.0096707     0.061126     0.064068 RIGGINS_TAMOXIFEN_RESISTANCE_DN
RIGGINS_TAMOXIFEN_RESISTANCE...2         SET      56     0.060369    0.0032545      0.11551      0.30062 RIGGINS_TAMOXIFEN_RESISTANCE_UP
RIGGI_EWING_SARCOMA_PROGENIT...1         SET     180     0.076107    0.0073321     0.063139      0.11404 RIGGI_EWING_SARCOMA_PROGENITOR_DN
RIGGI_EWING_SARCOMA_PROGENIT...2         SET     410     0.024079    0.0034798     0.044438      0.29397 RIGGI_EWING_SARCOMA_PROGENITOR_UP
RIZKI_TUMOR_INVASIVENESS_2D_...1         SET      59     0.045634     0.002525       0.1054      0.33252 RIZKI_TUMOR_INVASIVENESS_2D_DN
RIZKI_TUMOR_INVASIVENESS_2D_...2         SET      63     -0.16995   -0.0097161      0.10401      0.94886 RIZKI_TUMOR_INVASIVENESS_2D_UP
RIZKI_TUMOR_INVASIVENESS_3D_...1         SET     249    -0.028637    -0.003239     0.055119      0.69831 RIZKI_TUMOR_INVASIVENESS_3D_DN
RIZKI_TUMOR_INVASIVENESS_3D_...2         SET     198      0.06912    0.0069807     0.062141      0.13301 RIZKI_TUMOR_INVASIVENESS_3D_UP
RIZ_ERYTHROID_DIFFERENTIATION            SET      76    -0.077519   -0.0048659     0.098133      0.78521 RIZ_ERYTHROID_DIFFERENTIATION
RIZ_ERYTHROID_DIFFERENTIATIO...1         SET      34    -0.035381   -0.0014871      0.16895      0.58294 RIZ_ERYTHROID_DIFFERENTIATION_12HR
RIZ_ERYTHROID_DIFFERENTIATIO...2         SET      37     -0.25919    -0.011364      0.13906      0.96882 RIZ_ERYTHROID_DIFFERENTIATION_6HR
RIZ_ERYTHROID_DIFFERENTIATIO...3         SET      25     -0.20977   -0.0075622      0.20541      0.84643 RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2
RIZ_ERYTHROID_DIFFERENTIATIO...4         SET      40    -0.053676   -0.0024466       0.1342       0.6554 RIZ_ERYTHROID_DIFFERENTIATION_CCNE1
RIZ_ERYTHROID_DIFFERENTIATIO...5         SET      37    -0.043105   -0.0018898      0.15241      0.61134 RIZ_ERYTHROID_DIFFERENTIATION_HBZ
RIZ_ERYTHROID_DIFFERENTIATIO...6         SET      26     0.095118    0.0034968       0.1854      0.30396 RIZ_ERYTHROID_DIFFERENTIATION_HEMGN
RODRIGUES_DCC_TARGETS_DN                 SET     113     0.075462    0.0057703     0.082598      0.18047 RODRIGUES_DCC_TARGETS_DN
RODRIGUES_DCC_TARGETS_UP                 SET       5    -0.018968  -0.00030596      0.32908      0.52298 RODRIGUES_DCC_TARGETS_UP
RODRIGUES_NTN1_AND_DCC_TARGE...          SET      31    -0.085819   -0.0034445      0.16269      0.70107 RODRIGUES_NTN1_AND_DCC_TARGETS
RODRIGUES_NTN1_TARGETS_DN                SET     154    -0.052645   -0.0046944     0.067958      0.78073 RODRIGUES_NTN1_TARGETS_DN
RODRIGUES_NTN1_TARGETS_UP                SET      14     -0.30885   -0.0083343      0.26452       0.8785 RODRIGUES_NTN1_TARGETS_UP
RODRIGUES_THYROID_CARCINOMA_...1         SET     488     -0.03119   -0.0049074      0.03876       0.7895 RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN
RODRIGUES_THYROID_CARCINOMA_...2         SET     666    0.0043346   0.00079295     0.033262      0.44816 RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP
RODRIGUES_THYROID_CARCINOMA_...3         SET      72     0.066501    0.0040634      0.10635      0.26589 RODRIGUES_THYROID_CARCINOMA_DN
RODRIGUES_THYROID_CARCINOMA_...4         SET     737     0.005961    0.0011449      0.03172      0.42547 RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN
RODRIGUES_THYROID_CARCINOMA_...5         SET     616     0.010247    0.0018052     0.034444      0.38305 RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP
RODRIGUES_THYROID_CARCINOMA_...6         SET      16    -0.064399   -0.0018577      0.27988      0.59099 RODRIGUES_THYROID_CARCINOMA_UP
RODWELL_AGING_KIDNEY_DN                  SET     133     0.013415    0.0011123     0.079056      0.43263 RODWELL_AGING_KIDNEY_DN
RODWELL_AGING_KIDNEY_NO_BLOO...1         SET     136     0.054952    0.0046071     0.075254      0.23263 RODWELL_AGING_KIDNEY_NO_BLOOD_DN
RODWELL_AGING_KIDNEY_NO_BLOO...2         SET     204     0.061372    0.0062904     0.060192      0.15397 RODWELL_AGING_KIDNEY_NO_BLOOD_UP
RODWELL_AGING_KIDNEY_UP                  SET     452    -0.015173   -0.0022998     0.041198      0.64367 RODWELL_AGING_KIDNEY_UP
ROESSLER_LIVER_CANCER_METAST...1         SET      50     -0.16808   -0.0085633      0.11105      0.93492 ROESSLER_LIVER_CANCER_METASTASIS_DN
ROESSLER_LIVER_CANCER_METAST...2         SET     103     0.019309      0.00141      0.08533      0.41049 ROESSLER_LIVER_CANCER_METASTASIS_UP
ROETH_TERT_TARGETS_DN                    SET       9      0.18006    0.0038962      0.35199      0.30449 ROETH_TERT_TARGETS_DN
ROETH_TERT_TARGETS_UP                    SET      14      0.17635    0.0047589      0.26863      0.25576 ROETH_TERT_TARGETS_UP
ROPERO_HDAC2_TARGETS                     SET     100    -0.015197   -0.0010935     0.086974      0.56935 ROPERO_HDAC2_TARGETS
RORIE_TARGETS_OF_EWSR1_FLI1_...1         SET      25      0.34472     0.012427      0.17031     0.021489 RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN
RORIE_TARGETS_OF_EWSR1_FLI1_...2         SET      26      0.16156    0.0059392      0.17032      0.17143 RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP
ROSS_ACUTE_MYELOID_LEUKEMIA_...          SET      82     -0.02926   -0.0019075     0.089114      0.62867 ROSS_ACUTE_MYELOID_LEUKEMIA_CBF
ROSS_AML_OF_FAB_M7_TYPE                  SET      68    -0.039231   -0.0023298       0.1085      0.64116 ROSS_AML_OF_FAB_M7_TYPE
ROSS_AML_WITH_AML1_ETO_FUSION            SET      72    -0.049168   -0.0030043     0.097594       0.6928 ROSS_AML_WITH_AML1_ETO_FUSION
ROSS_AML_WITH_CBFB_MYH11_FUS...          SET      48    -0.057027   -0.0028469      0.12366      0.67766 ROSS_AML_WITH_CBFB_MYH11_FUSION
ROSS_AML_WITH_MLL_FUSIONS                SET      71     0.026885    0.0016313      0.10452      0.39851 ROSS_AML_WITH_MLL_FUSIONS
ROSS_AML_WITH_PML_RARA_FUSION            SET      71    0.0032071    0.0001946      0.10528      0.48785 ROSS_AML_WITH_PML_RARA_FUSION
ROSS_LEUKEMIA_WITH_MLL_FUSIO...          SET      74     0.099139    0.0061409      0.10574      0.17425 ROSS_LEUKEMIA_WITH_MLL_FUSIONS
ROSTY_CERVICAL_CANCER_PROLIF...          SET     136    -0.079778   -0.0066884     0.073837      0.86002 ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER
ROVERSI_GLIOMA_COPY_NUMBER_DN            SET      54      0.11918    0.0063099      0.13861      0.19493 ROVERSI_GLIOMA_COPY_NUMBER_DN
ROVERSI_GLIOMA_COPY_NUMBER_UP            SET      97     0.036011    0.0025523      0.11265      0.37461 ROVERSI_GLIOMA_COPY_NUMBER_UP
ROVERSI_GLIOMA_LOH_REGIONS               SET      45    -0.011973   -0.0005788      0.13942      0.53422 ROVERSI_GLIOMA_LOH_REGIONS
ROYLANCE_BREAST_CANCER_16Q_C...1         SET      24    -0.016694  -0.00058965       0.2447      0.52719 ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN
ROYLANCE_BREAST_CANCER_16Q_C...2         SET      61     0.068354    0.0038455        0.156      0.33064 ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP
ROY_WOUND_BLOOD_VESSEL_DN                SET      20      0.21649    0.0069812      0.20809       0.1491 ROY_WOUND_BLOOD_VESSEL_DN
ROY_WOUND_BLOOD_VESSEL_UP                SET      46      0.13368    0.0065336      0.12697       0.1462 ROY_WOUND_BLOOD_VESSEL_UP
ROZANOV_MMP14_CORRELATED                 SET      10      -0.3693   -0.0084233      0.28303      0.90401 ROZANOV_MMP14_CORRELATED
ROZANOV_MMP14_TARGETS_DN                 SET      32       0.1182    0.0048199      0.15796      0.22715 ROZANOV_MMP14_TARGETS_DN
ROZANOV_MMP14_TARGETS_SUBSET             SET      33     -0.13163   -0.0054508      0.15329      0.80474 ROZANOV_MMP14_TARGETS_SUBSET
ROZANOV_MMP14_TARGETS_UP                 SET     255   -0.0078676  -0.00090038     0.054823      0.55706 ROZANOV_MMP14_TARGETS_UP
RUAN_RESPONSE_TO_TNF_DN                  SET      77    -0.045428   -0.0028702      0.10533      0.66687 RUAN_RESPONSE_TO_TNF_DN
RUAN_RESPONSE_TO_TNF_TROGLIT...1         SET      37    -0.040869   -0.0017918      0.15105      0.60664 RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN
RUAN_RESPONSE_TO_TNF_TROGLIT...2         SET      17     0.093998    0.0027949       0.2076      0.32535 RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP
RUAN_RESPONSE_TO_TNF_UP                  SET      13     0.034403   0.00089461      0.21833       0.4374 RUAN_RESPONSE_TO_TNF_UP
RUAN_RESPONSE_TO_TROGLITAZON...1         SET      16     -0.23954   -0.0069098      0.22523      0.85622 RUAN_RESPONSE_TO_TROGLITAZONE_DN
RUAN_RESPONSE_TO_TROGLITAZON...2         SET      24     0.081276    0.0028709      0.17216      0.31843 RUAN_RESPONSE_TO_TROGLITAZONE_UP
RUIZ_TNC_TARGETS_DN                      SET     139    -0.090263   -0.0076499     0.071556      0.89641 RUIZ_TNC_TARGETS_DN
RUIZ_TNC_TARGETS_UP                      SET     149      0.10984    0.0096356     0.072757     0.065573 RUIZ_TNC_TARGETS_UP
RUTELLA_RESPONSE_TO_CSF2RB_A...1         SET     305      0.03666    0.0045823      0.04946      0.22929 RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN
RUTELLA_RESPONSE_TO_CSF2RB_A...2         SET     317     0.067127    0.0085512     0.047699      0.07968 RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP
RUTELLA_RESPONSE_TO_HGF_DN               SET     228     0.081231    0.0087965     0.059102     0.084664 RUTELLA_RESPONSE_TO_HGF_DN
RUTELLA_RESPONSE_TO_HGF_UP               SET     394     0.038718    0.0054875     0.042702      0.18229 RUTELLA_RESPONSE_TO_HGF_UP
RUTELLA_RESPONSE_TO_HGF_VS_C...1         SET     231      0.12151     0.013244     0.057981     0.018061 RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN
RUTELLA_RESPONSE_TO_HGF_VS_C...2         SET     391     0.015639    0.0022082     0.043278      0.35892 RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP
RYAN_MANTLE_CELL_LYMPHOMA_NO...          SET     147    -0.036589   -0.0031883     0.072602      0.69285 RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP
SABATES_COLORECTAL_ADENOMA_DN            SET     263     0.048642    0.0056521     0.053285      0.18066 SABATES_COLORECTAL_ADENOMA_DN
SABATES_COLORECTAL_ADENOMA_S...1         SET      10      0.20489    0.0046732      0.27193      0.22559 SABATES_COLORECTAL_ADENOMA_SIZE_DN
SABATES_COLORECTAL_ADENOMA_S...2         SET      19      0.23289    0.0073203      0.20363      0.12638 SABATES_COLORECTAL_ADENOMA_SIZE_UP
SABATES_COLORECTAL_ADENOMA_UP            SET     131      0.10412    0.0085681     0.074883     0.082215 SABATES_COLORECTAL_ADENOMA_UP
SAENZ_DETOX_PATHWAY_AND_CARC...          SET      14     -0.29154    -0.007867      0.20616      0.92133 SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN
SAFFORD_T_LYMPHOCYTE_ANERGY              SET      87      0.12094    0.0081204      0.09113     0.092236 SAFFORD_T_LYMPHOCYTE_ANERGY
SAGIV_CD24_TARGETS_DN                    SET      45   0.00088624   4.2841e-05      0.12541      0.49718 SAGIV_CD24_TARGETS_DN
SAGIV_CD24_TARGETS_UP                    SET      22     -0.14248   -0.0048189      0.18854      0.77509 SAGIV_CD24_TARGETS_UP
SAKAI_CHRONIC_HEPATITIS_VS_L...1         SET      35     0.041809    0.0017829      0.13529      0.37865 SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN
SAKAI_CHRONIC_HEPATITIS_VS_L...2         SET      79    -0.087629   -0.0056076     0.089907      0.83513 SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP
SAKAI_TUMOR_INFILTRATING_MON...1         SET      76       0.0997    0.0062583     0.091692      0.13845 SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN
SAKAI_TUMOR_INFILTRATING_MON...2         SET      26      0.17224     0.006332      0.17347      0.16039 SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP
SALVADOR_MARTIN_PEDIATRIC_TB...1         SET      23     -0.24085   -0.0083286      0.21826      0.86509 SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP
SALVADOR_MARTIN_PEDIATRIC_TB...2         SET      17       0.1574    0.0046799      0.21172      0.22862 SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP
SAMOLS_TARGETS_OF_KHSV_MIRNA...1         SET      50     0.012245   0.00062388      0.12236      0.46014 SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN
SAMOLS_TARGETS_OF_KHSV_MIRNA...2         SET       8     -0.11076   -0.0022598      0.36663      0.61871 SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP
SANA_RESPONSE_TO_IFNG_DN                 SET      83   -0.0061671  -0.00040447     0.094627      0.52598 SANA_RESPONSE_TO_IFNG_DN
SANA_RESPONSE_TO_IFNG_UP                 SET      75     0.092092    0.0057427     0.098707      0.17542 SANA_RESPONSE_TO_IFNG_UP
SANA_TNF_SIGNALING_DN                    SET      77      0.01997    0.0012617     0.095572      0.41724 SANA_TNF_SIGNALING_DN
SANA_TNF_SIGNALING_UP                    SET      81    -0.032998   -0.0021381     0.093626      0.63774 SANA_TNF_SIGNALING_UP
SANCHEZ_MDM2_TARGETS                     SET      11      0.24682    0.0059043      0.29822      0.20394 SANCHEZ_MDM2_TARGETS
SANDERSON_PPARA_TARGETS                  SET      15    -0.029451  -0.00082261       0.2152      0.55443 SANDERSON_PPARA_TARGETS
SANSOM_APC_MYC_TARGETS                   SET     232     -0.06753   -0.0073759     0.059227      0.87289 SANSOM_APC_MYC_TARGETS
SANSOM_APC_TARGETS                       SET     201     0.044416    0.0045193     0.061157      0.23385 SANSOM_APC_TARGETS
SANSOM_APC_TARGETS_DN                    SET     345    -0.053074   -0.0070481     0.044686      0.88252 SANSOM_APC_TARGETS_DN
SANSOM_APC_TARGETS_REQUIRE_M...          SET     217    -0.017749   -0.0018756     0.060138      0.61605 SANSOM_APC_TARGETS_REQUIRE_MYC
SANSOM_APC_TARGETS_UP                    SET     123     0.032183    0.0025668     0.080079      0.34388 SANSOM_APC_TARGETS_UP
SANSOM_WNT_PATHWAY_REQUIRE_M...          SET      61     0.067692    0.0038082      0.11987      0.28614 SANSOM_WNT_PATHWAY_REQUIRE_MYC
SARRIO_EPITHELIAL_MESENCHYMA...1         SET     135    -0.028598   -0.0023889     0.075206      0.64812 SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN
SARRIO_EPITHELIAL_MESENCHYMA...2         SET     161     0.022431    0.0020447     0.067853      0.37048 SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP
SARTIPY_BLUNTED_BY_INSULIN_R...1         SET      18    -0.035561    -0.001088      0.21109      0.56689 SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN
SARTIPY_BLUNTED_BY_INSULIN_R...2         SET      17     -0.21416   -0.0063677      0.21101      0.84493 SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP
SARTIPY_NORMAL_AT_INSULIN_RE...1         SET      18     0.073151     0.002238      0.23332      0.37694 SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN
SARTIPY_NORMAL_AT_INSULIN_RE...2         SET      29     -0.36668    -0.014236      0.16747      0.98571 SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP
SASAI_RESISTANCE_TO_NEOPLAST...          SET      49     0.062886    0.0031719      0.13121      0.31587 SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION
SASAI_TARGETS_OF_CXCR6_AND_P...1         SET       8     -0.10423   -0.0021265       0.3017      0.63513 SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN
SASAI_TARGETS_OF_CXCR6_AND_P...2         SET      12     0.043623    0.0010899       0.2533      0.43163 SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP
SASAKI_ADULT_T_CELL_LEUKEMIA             SET     159     0.047606    0.0043129       0.0701      0.24854 SASAKI_ADULT_T_CELL_LEUKEMIA
SASAKI_TARGETS_OF_TP73_AND_T...          SET      12      0.10721    0.0026787      0.27259      0.34704 SASAKI_TARGETS_OF_TP73_AND_TP63
SASSON_FSH_RESPONSE                      SET       7      0.49423    0.0094323      0.41236      0.11536 SASSON_FSH_RESPONSE
SASSON_RESPONSE_TO_FORSKOLIN...1         SET      84    -0.065605   -0.0043285     0.088604      0.77048 SASSON_RESPONSE_TO_FORSKOLIN_DN
SASSON_RESPONSE_TO_FORSKOLIN...2         SET      80      0.08632    0.0055586     0.095636      0.18338 SASSON_RESPONSE_TO_FORSKOLIN_UP
SASSON_RESPONSE_TO_GONADOTRO...1         SET      85    -0.088342   -0.0058631     0.089316      0.83869 SASSON_RESPONSE_TO_GONADOTROPHINS_DN
SASSON_RESPONSE_TO_GONADOTRO...2         SET      78      0.10691    0.0067984     0.095563      0.13163 SASSON_RESPONSE_TO_GONADOTROPHINS_UP
SATO_SILENCED_BY_DEACETYLATI...          SET      41    0.0075342   0.00034768      0.13407      0.47759 SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER
SATO_SILENCED_BY_METHYLATION...1         SET     377     0.028401    0.0039393     0.044625      0.26225 SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1
SATO_SILENCED_BY_METHYLATION...2         SET      40    -0.034692   -0.0015813      0.12353      0.61058 SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2
SATO_SILENCED_EPIGENETICALLY...          SET      40     0.086436    0.0039399      0.13362      0.25886 SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER
SAUL_SEN_MAYO                            SET     117     0.013667    0.0010633     0.080767      0.43281 SAUL_SEN_MAYO
SA_B_CELL_RECEPTOR_COMPLEXES             SET      22     -0.27402   -0.0092675      0.19168      0.92357 SA_B_CELL_RECEPTOR_COMPLEXES
SA_CASPASE_CASCADE                       SET      18   -0.0031696  -9.6972e-05      0.20543      0.50616 SA_CASPASE_CASCADE
SA_FAS_SIGNALING                         SET       9      0.13833    0.0029932      0.31548      0.33053 SA_FAS_SIGNALING
SA_G1_AND_S_PHASES                       SET      15     0.048745    0.0013615      0.20405       0.4056 SA_G1_AND_S_PHASES
SA_G2_AND_M_PHASES                       SET       8      0.67805     0.013833       0.3705     0.033627 SA_G2_AND_M_PHASES
SA_MMP_CYTOKINE_CONNECTION               SET      15      0.10678    0.0029826      0.21118      0.30655 SA_MMP_CYTOKINE_CONNECTION
SA_PROGRAMMED_CELL_DEATH                 SET      11      0.12366    0.0029582      0.27692       0.3276 SA_PROGRAMMED_CELL_DEATH
SA_PTEN_PATHWAY                          SET      17     0.066091    0.0019651      0.19662      0.36839 SA_PTEN_PATHWAY
SA_REG_CASCADE_OF_CYCLIN_EXPR            SET      13     0.090555    0.0023548      0.24379      0.35516 SA_REG_CASCADE_OF_CYCLIN_EXPR
SA_TRKA_RECEPTOR                         SET      16     0.085136    0.0024559      0.22814      0.35451 SA_TRKA_RECEPTOR
SCHAEFFER_PROSTATE_DEVELOPME...1         SET      54    -0.037714   -0.0019967      0.12206      0.62133 SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN
SCHAEFFER_PROSTATE_DEVELOPME...2         SET     103     0.048947    0.0035743     0.081435      0.27391 SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP
SCHAEFFER_PROSTATE_DEVELOPME...3         SET     385     0.012572    0.0017618     0.047256       0.3951 SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN
SCHAEFFER_PROSTATE_DEVELOPME...4         SET     421    -0.013002   -0.0019035      0.04276      0.61946 SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP
SCHAEFFER_PROSTATE_DEVELOPME...5         SET     454    -0.029664   -0.0045059     0.041744      0.76134 SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN
SCHAEFFER_PROSTATE_DEVELOPME...6         SET     147    -0.087121   -0.0075915     0.071257      0.88926 SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP
SCHAEFFER_PROSTATE_DEVELOPME...7         SET      10      -0.1549   -0.0035331      0.30819      0.69238 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN
SCHAEFFER_PROSTATE_DEVELOPME...8         SET      14    0.0048237   0.00013017      0.23164      0.49169 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP
SCHAEFFER_PROSTATE_DEVELOPME...9         SET       7     -0.13722   -0.0026187      0.35254      0.65144 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN
SCHAEFFER_PROSTATE_DEVELOPME...10        SET       6     -0.25615    -0.004526      0.43205      0.72336 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP
SCHAEFFER_PROSTATE_DEVELOPME...11        SET       5      0.44531    0.0071829      0.34206     0.096496 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3
SCHAEFFER_PROSTATE_DEVELOPME...12        SET      33   -0.0024531  -0.00010158      0.17237      0.50568 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN
SCHAEFFER_PROSTATE_DEVELOPME...13        SET      11    -0.039654  -0.00094857      0.26204      0.56014 SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP
