# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19074
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
REACTOME_DEFECTIVE_B4GALT1_C...          SET       8    -0.070665   -0.0014469        0.368      0.57614 REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D
REACTOME_DEFECTIVE_B4GALT7_C...          SET      17    -0.090073   -0.0026879      0.17924      0.69235 REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE
REACTOME_DEFECTIVE_C1GALT1C1...          SET      15     -0.25819   -0.0072378      0.24989      0.84924 REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS
REACTOME_DEFECTIVE_CFTR_CAUS...          SET      56    -0.043569   -0.0023574      0.11274      0.65041 REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS
REACTOME_DEFECTIVE_CHST14_CA...          SET       7       0.1678     0.003214      0.27476       0.2707 REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE
REACTOME_DEFECTIVE_CHST3_CAU...          SET       7     0.045521   0.00087191      0.29255      0.43818 REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD
REACTOME_DEFECTIVE_CHST6_CAU...          SET       8     -0.28084   -0.0057504       0.2904      0.83323 REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1
REACTOME_DEFECTIVE_CHSY1_CAU...          SET       7      0.33252    0.0063692      0.29262      0.12791 REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS
REACTOME_DEFECTIVE_CSF2RB_CA...          SET       6      0.41201    0.0073065      0.42742      0.16754 REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5
REACTOME_DEFECTIVE_EXT2_CAUS...          SET      12     -0.13804   -0.0034614      0.23184      0.72421 REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
REACTOME_DEFECTIVE_F9_ACTIVA...          SET       5      0.67129     0.010867      0.31394     0.016256 REACTOME_DEFECTIVE_F9_ACTIVATION
REACTOME_DEFECTIVE_FACTOR_IX...          SET       7      0.40893    0.0078327      0.29895     0.085682 REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B
REACTOME_DEFECTIVE_FACTOR_VI...          SET       5    -0.084392   -0.0013662      0.33569      0.59924 REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A
REACTOME_DEFECTIVE_GALNT3_CA...          SET      15     -0.20928   -0.0058668      0.24994      0.79879 REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC
REACTOME_DEFECTIVE_INTRINSIC...          SET      24        0.343      0.01216      0.17403     0.024372 REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS
REACTOME_DEFECTIVE_LFNG_CAUS...          SET       4     -0.37489   -0.0054284      0.50023       0.7732 REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3
REACTOME_DEFECTIVE_RIPK1_MED...          SET       7     -0.46066   -0.0088235      0.33691      0.91423 REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS
REACTOME_DEFECTIVE_ST3GAL3_C...          SET       8      0.10113    0.0020708      0.35838       0.3889 REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15
REACTOME_DEFECTS_IN_BIOTIN_B...          SET       7      0.15417     0.002953      0.27926      0.29045 REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM
REACTOME_DEFECTS_IN_COBALAMI...          SET      14      0.18724    0.0050711      0.22444      0.20207 REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM
REACTOME_DEFECTS_IN_VITAMIN_...          SET      21      0.17429      0.00578      0.17495      0.15958 REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM
REACTOME_DEFECTS_OF_CONTACT_...          SET      14     0.083934    0.0022732      0.20886       0.3439 REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS
REACTOME_DEFENSINS                       SET      38      -0.2052     -0.00915       0.1926      0.85664 REACTOME_DEFENSINS
REACTOME_DEGRADATION_OF_AXIN             SET      51    -0.047111   -0.0024329      0.12097      0.65152 REACTOME_DEGRADATION_OF_AXIN
REACTOME_DEGRADATION_OF_BETA...          SET      80     0.047714    0.0030837     0.098554      0.31415 REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX
REACTOME_DEGRADATION_OF_CYST...          SET      15   -0.0050284  -0.00014096      0.20879      0.50961 REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE
REACTOME_DEGRADATION_OF_DVL              SET      53    -0.050398    -0.002653      0.11634      0.66756 REACTOME_DEGRADATION_OF_DVL
REACTOME_DEGRADATION_OF_GLI1...          SET      56    -0.014267  -0.00077196      0.11336      0.55008 REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME
REACTOME_DEGRADATION_OF_THE_...          SET     133     0.037172    0.0030933      0.07562      0.31152 REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
REACTOME_DEPOLYMERISATION_OF...          SET      14      0.37989     0.010289      0.21849     0.041055 REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA
REACTOME_DEPOSITION_OF_NEW_C...          SET      46     -0.11877   -0.0058259      0.12898      0.82143 REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE
REACTOME_DERMATAN_SULFATE_BI...          SET      10      0.24572    0.0056249      0.24266      0.15564 REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS
REACTOME_DETOXIFICATION_OF_R...          SET      34     0.083359    0.0035164       0.1535      0.29355 REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES
REACTOME_DEUBIQUITINATION                SET     247    -0.053162   -0.0060105     0.059289      0.81504 REACTOME_DEUBIQUITINATION
REACTOME_DEVELOPMENTAL_BIOLO...          SET    1084     0.021688    0.0050213      0.02884      0.22603 REACTOME_DEVELOPMENTAL_BIOLOGY
REACTOME_DEX_H_BOX_HELICASES...          SET       7      0.14391    0.0027565      0.23048      0.26619 REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION
REACTOME_DIGESTION                       SET      19     0.087142     0.002749      0.20921      0.33852 REACTOME_DIGESTION
REACTOME_DIGESTION_AND_ABSOR...          SET      24      0.17048    0.0060437      0.18371      0.17671 REACTOME_DIGESTION_AND_ABSORPTION
REACTOME_DIGESTION_OF_DIETAR...1         SET       9      0.18817    0.0040866      0.34219      0.29119 REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE
REACTOME_DIGESTION_OF_DIETAR...2         SET       6    -0.091429   -0.0016214      0.32573      0.61052 REACTOME_DIGESTION_OF_DIETARY_LIPID
REACTOME_DISASSEMBLY_OF_THE_...          SET      30      0.27363     0.010843      0.16497     0.048609 REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE
REACTOME_DISEASES_ASSOCIATED...1         SET      38    -0.070904   -0.0031617      0.12877      0.70905 REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM
REACTOME_DISEASES_ASSOCIATED...2         SET      15      -0.0394   -0.0011045      0.21944      0.57125 REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS
REACTOME_DISEASES_ASSOCIATED...3         SET      18     -0.16002   -0.0049137      0.20137      0.78659 REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS
REACTOME_DISEASES_ASSOCIATED...4         SET      62     -0.23783    -0.013537      0.12614      0.97031 REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS
REACTOME_DISEASES_ASSOCIATED...5         SET       8      0.24817    0.0050816      0.34603      0.23663 REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM
REACTOME_DISEASES_OF_BASE_EX...          SET       5     -0.56768   -0.0091901      0.46773      0.88756 REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR
REACTOME_DISEASES_OF_CARBOHY...          SET      32     -0.11369   -0.0046528      0.15063      0.77479 REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM
REACTOME_DISEASES_OF_DNA_REP...          SET      51     0.043645    0.0022539       0.1134      0.35017 REACTOME_DISEASES_OF_DNA_REPAIR
REACTOME_DISEASES_OF_GLYCOSY...          SET     132     -0.14667     -0.01216     0.078111      0.96978 REACTOME_DISEASES_OF_GLYCOSYLATION
REACTOME_DISEASES_OF_IMMUNE_...          SET      29    -0.066798   -0.0026027      0.17068      0.65223 REACTOME_DISEASES_OF_IMMUNE_SYSTEM
REACTOME_DISEASES_OF_METABOL...          SET     231    -0.038939   -0.0042593     0.057939      0.74923 REACTOME_DISEASES_OF_METABOLISM
REACTOME_DISEASES_OF_MISMATC...          SET       5      0.25384    0.0041094      0.34761      0.23263 REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR
REACTOME_DISEASES_OF_MITOTIC...          SET      37     0.001219   5.3638e-05      0.13166      0.49631 REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE
REACTOME_DISEASES_OF_PROGRAM...          SET      69     0.051972    0.0031203      0.10638      0.31259 REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH
REACTOME_DISEASES_OF_SIGNAL_...          SET     415     0.083316     0.012155     0.043492     0.027715 REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
REACTOME_DISINHIBITION_OF_SN...          SET       5      0.14925    0.0024162      0.36155      0.33988 REACTOME_DISINHIBITION_OF_SNARE_FORMATION
REACTOME_DISORDERS_OF_TRANSM...          SET     165     0.049242    0.0045601     0.068441      0.23593 REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS
REACTOME_DISPLACEMENT_OF_DNA...          SET       9     -0.15009   -0.0032596       0.2762      0.70657 REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1
REACTOME_DISSOLUTION_OF_FIBR...          SET      13     -0.35573    -0.009284      0.19587      0.96531 REACTOME_DISSOLUTION_OF_FIBRIN_CLOT
REACTOME_DNA_DAMAGE_BYPASS               SET      47    -0.092732   -0.0045976      0.11732      0.78536 REACTOME_DNA_DAMAGE_BYPASS
REACTOME_DNA_DAMAGE_RECOGNIT...          SET      36    -0.079782   -0.0034629      0.14432       0.7098 REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER
REACTOME_DNA_DAMAGE_REVERSAL             SET       8     -0.30508   -0.0062468      0.29699      0.84784 REACTOME_DNA_DAMAGE_REVERSAL
REACTOME_DNA_DAMAGE_TELOMERE...          SET      55     0.051146    0.0027425      0.12169      0.33714 REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE
REACTOME_DNA_DOUBLE_STRAND_B...1         SET     147    -0.035236   -0.0030814     0.070065      0.69248 REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR
REACTOME_DNA_DOUBLE_STRAND_B...2         SET      57     -0.14425   -0.0078738      0.11041      0.90428 REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE
REACTOME_DNA_METHYLATION                 SET      31     -0.14909   -0.0060058      0.15751      0.82806 REACTOME_DNA_METHYLATION
REACTOME_DNA_REPAIR                      SET     301    -0.063891   -0.0079626     0.049434      0.90189 REACTOME_DNA_REPAIR
REACTOME_DNA_REPLICATION                 SET     149    -0.049873   -0.0043908     0.069912      0.76218 REACTOME_DNA_REPLICATION
REACTOME_DNA_REPLICATION_INI...          SET       7      0.60022     0.011497      0.35332     0.044688 REACTOME_DNA_REPLICATION_INITIATION
REACTOME_DNA_REPLICATION_PRE...          SET     121    -0.068131   -0.0054093     0.077496      0.81033 REACTOME_DNA_REPLICATION_PRE_INITIATION
REACTOME_DNA_STRAND_ELONGATI...          SET      31     0.078303    0.0031543      0.14837      0.29884 REACTOME_DNA_STRAND_ELONGATION
REACTOME_DOPAMINE_CLEARANCE_...          SET       3        0.932     0.011688      0.39993    0.0098987 REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT
REACTOME_DOPAMINE_NEUROTRANS...          SET      20     -0.21031   -0.0068066      0.18577      0.87119 REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_DOPAMINE_RECEPTORS              SET       5     -0.28604   -0.0046307      0.41325      0.75558 REACTOME_DOPAMINE_RECEPTORS
REACTOME_DOWNREGULATION_OF_E...1         SET      13     -0.12318   -0.0032147      0.22644      0.70677 REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING
REACTOME_DOWNREGULATION_OF_E...2         SET      29      -0.1731   -0.0067447      0.16374      0.85478 REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING
REACTOME_DOWNREGULATION_OF_E...3         SET       9     0.013069   0.00028383       0.2417      0.47844 REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING
REACTOME_DOWNREGULATION_OF_S...          SET      29      0.14941    0.0058215      0.16705      0.18556 REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY
REACTOME_DOWNREGULATION_OF_T...          SET      26     -0.10433   -0.0038492      0.17936      0.71959 REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING
REACTOME_DOWNSTREAM_SIGNALIN...1         SET      76      0.16832     0.010604     0.096991     0.041345 REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR
REACTOME_DOWNSTREAM_SIGNALIN...2         SET      31   -0.0073126  -0.00029457      0.15886      0.51836 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1
REACTOME_DOWNSTREAM_SIGNALIN...3         SET      29      0.10507     0.004094       0.1599      0.25555 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2
REACTOME_DOWNSTREAM_SIGNALIN...4         SET      24      0.16465    0.0058368       0.1745      0.17272 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3
REACTOME_DOWNSTREAM_SIGNALIN...5         SET      26     0.063938    0.0023591      0.16715      0.35104 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4
REACTOME_DOWNSTREAM_SIGNAL_T...          SET      29      0.24239    0.0094445      0.16019     0.065135 REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION
REACTOME_DRUG_ADME                       SET     105     -0.17524    -0.012966     0.091715      0.97197 REACTOME_DRUG_ADME
REACTOME_DRUG_MEDIATED_INHIB...          SET       5    -0.063194    -0.001023      0.34396      0.57288 REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY
REACTOME_DSCAM_INTERACTIONS              SET      11     0.075362    0.0018093      0.24007      0.37679 REACTOME_DSCAM_INTERACTIONS
REACTOME_DUAL_INCISION_IN_GG...          SET      38   -0.0024944  -0.00011123      0.12398      0.50803 REACTOME_DUAL_INCISION_IN_GG_NER
REACTOME_DUAL_INCISION_IN_TC...          SET      62     0.023672    0.0013475      0.10387      0.40986 REACTOME_DUAL_INCISION_IN_TC_NER
REACTOME_E2F_ENABLED_INHIBIT...          SET       9    0.0074613   0.00016204      0.29054      0.48976 REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION
REACTOME_E2F_MEDIATED_REGULA...          SET      20      0.24568    0.0079514      0.20289      0.11298 REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION
REACTOME_E3_UBIQUITIN_LIGASE...          SET      49     -0.27163     -0.01375      0.11714      0.98979 REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS
REACTOME_EARLY_PHASE_OF_HIV_...          SET      14    -0.029131  -0.00078895      0.22972      0.55045 REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE
REACTOME_EARLY_SARS_COV_2_IN...          SET      34     -0.15926   -0.0067183      0.15759       0.8439 REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS
REACTOME_ECM_PROTEOGLYCANS               SET      72    -0.029159   -0.0017882      0.10537      0.60901 REACTOME_ECM_PROTEOGLYCANS
REACTOME_EFFECTS_OF_PIP2_HYD...          SET      26     -0.24365   -0.0089896      0.17793      0.91455 REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS
REACTOME_EGFR_DOWNREGULATION             SET      30       0.1548    0.0061345      0.17016       0.1815 REACTOME_EGFR_DOWNREGULATION
REACTOME_EGFR_INTERACTS_WITH...          SET       9     0.084353    0.0018319      0.33234      0.39982 REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA
REACTOME_EGFR_TRANSACTIVATIO...          SET       9    -0.073251   -0.0015908      0.26283      0.60976 REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN
REACTOME_EGR2_AND_SOX10_MEDI...          SET      27    -0.036895   -0.0013872      0.19196      0.57621 REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION
REACTOME_EICOSANOIDS                     SET      11    -0.050643   -0.0012159      0.29494      0.56817 REACTOME_EICOSANOIDS
REACTOME_EICOSANOID_LIGAND_B...          SET      14    -0.042096   -0.0011401      0.22831      0.57314 REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS
REACTOME_ELASTIC_FIBRE_FORMA...          SET      44   -0.0082331  -0.00039498      0.12134      0.52705 REACTOME_ELASTIC_FIBRE_FORMATION
REACTOME_ELECTRIC_TRANSMISSI...          SET       5      0.48164    0.0077972      0.38345      0.10455 REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS
REACTOME_ELEVATION_OF_CYTOSO...          SET      15     -0.25984    -0.007284      0.24697      0.85362 REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS
REACTOME_ENDOGENOUS_STEROLS              SET      25       0.2446    0.0088498      0.17895     0.085848 REACTOME_ENDOGENOUS_STEROLS
REACTOME_ENDOSOMAL_SORTING_C...          SET      31     -0.12304   -0.0049563      0.15955      0.77969 REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT
REACTOME_ENDOSOMAL_VACUOLAR_...          SET       5      0.25967    0.0042038      0.31963      0.20828 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_ENERGY_DEPENDENT_RE...          SET      28      0.14854    0.0056872      0.16348      0.18178 REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK
REACTOME_ENOS_ACTIVATION                 SET      10      0.20978    0.0048023      0.30477      0.24562 REACTOME_ENOS_ACTIVATION
REACTOME_EPHA_MEDIATED_GROWT...          SET      29     -0.13033   -0.0050781      0.17394      0.77315 REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE
REACTOME_EPHB_MEDIATED_FORWA...          SET      41     -0.18066   -0.0083674      0.15205      0.88261 REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING
REACTOME_EPHRIN_SIGNALING                SET      17     -0.23017   -0.0068686      0.19491      0.88117 REACTOME_EPHRIN_SIGNALING
REACTOME_EPH_EPHRIN_MEDIATED...          SET      50     0.043648    0.0022319      0.12647        0.365 REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS
REACTOME_EPH_EPHRIN_SIGNALING            SET      90    -0.064015    -0.004387     0.095557      0.74854 REACTOME_EPH_EPHRIN_SIGNALING
REACTOME_EPIGENETIC_REGULATI...          SET     108    -0.017804   -0.0013359     0.081186      0.58679 REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION
REACTOME_EPITHELIAL_MESENCHY...          SET       7      0.14495    0.0027763      0.28314      0.30436 REACTOME_EPITHELIAL_MESENCHYMAL_TRANSITION_EMT_DURING_GASTRULATION
REACTOME_ERBB2_ACTIVATES_PTK...          SET      13     -0.11037   -0.0028806      0.28928       0.6486 REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING
REACTOME_ERBB2_REGULATES_CEL...          SET      15    -0.019812  -0.00055538      0.26856       0.5294 REACTOME_ERBB2_REGULATES_CELL_MOTILITY
REACTOME_ERCC6_CSB_AND_EHMT2...          SET      41     -0.03556   -0.0016469      0.13421      0.60447 REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION
REACTOME_ERKS_ARE_INACTIVATED            SET      13      0.19374    0.0050563       0.2364      0.20624 REACTOME_ERKS_ARE_INACTIVATED
REACTOME_ERK_MAPK_TARGETS                SET      20     0.060855    0.0019696       0.1866      0.37217 REACTOME_ERK_MAPK_TARGETS
REACTOME_ERYTHROCYTES_TAKE_U...1         SET      13      -0.1226   -0.0031996      0.24355      0.69265 REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN
REACTOME_ERYTHROCYTES_TAKE_U...2         SET       9     0.031365   0.00068117      0.27998       0.4554 REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE
REACTOME_ERYTHROPOIETIN_ACTI...1         SET      12      0.15008    0.0037632      0.26472      0.28539 REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K
REACTOME_ERYTHROPOIETIN_ACTI...2         SET       7     -0.10347   -0.0019818      0.32445       0.6251 REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG
REACTOME_ERYTHROPOIETIN_ACTI...3         SET      14     0.049798    0.0013487       0.2194      0.41022 REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS
REACTOME_ERYTHROPOIETIN_ACTI...4         SET       7    -0.068014   -0.0013027      0.33503      0.58043 REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5
REACTOME_ER_QUALITY_CONTROL_...          SET      20     -0.32518    -0.010525       0.1955      0.95186 REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC
REACTOME_ER_TO_GOLGI_ANTEROG...          SET     150    -0.014124   -0.0012476     0.068974      0.58112 REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_ESR_MEDIATED_SIGNAL...          SET     184      0.03172    0.0031005     0.064814      0.31228 REACTOME_ESR_MEDIATED_SIGNALING
REACTOME_ESTABLISHMENT_OF_SI...          SET       9      0.81435     0.017686      0.36427     0.012698 REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION
REACTOME_ESTROGEN_BIOSYNTHES...          SET       6    -0.038125  -0.00067609      0.33906      0.54476 REACTOME_ESTROGEN_BIOSYNTHESIS
REACTOME_ESTROGEN_DEPENDENT_...1         SET     114   9.1732e-05   7.0707e-06     0.085096      0.49957 REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION
REACTOME_ESTROGEN_DEPENDENT_...2         SET      23     0.086088    0.0029877      0.18099      0.31716 REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING
REACTOME_ESTROGEN_STIMULATED...          SET       6      0.19499    0.0034579      0.29026      0.25087 REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ
REACTOME_ETHANOL_OXIDATION               SET      11      0.59989     0.014402      0.37443     0.054573 REACTOME_ETHANOL_OXIDATION
REACTOME_EUKARYOTIC_TRANSLAT...1         SET      88      0.15797     0.010705     0.089793     0.039279 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2         SET     112      0.17246     0.013177     0.079622     0.015163 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_EXPORT_OF_VIRAL_RIB...          SET      31    -0.041633   -0.0016771      0.15338      0.60697 REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS
REACTOME_EXTENSION_OF_TELOME...          SET      49    -0.044376   -0.0022463      0.13098      0.63261 REACTOME_EXTENSION_OF_TELOMERES
REACTOME_EXTRACELLULAR_MATRI...          SET     286      0.01859    0.0022593     0.052285      0.36109 REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_EXTRA_NUCLEAR_ESTRO...          SET      74     0.092742    0.0057656     0.097406      0.17052 REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING
REACTOME_EXTRINSIC_PATHWAY_O...          SET       4     -0.49547   -0.0071745      0.60773      0.79254 REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION
REACTOME_FACTORS_INVOLVED_IN...          SET     157    -0.032219   -0.0029111     0.072253      0.67217 REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION
REACTOME_FANCONI_ANEMIA_PATH...          SET      38     -0.21372   -0.0095302      0.13498      0.94332 REACTOME_FANCONI_ANEMIA_PATHWAY
REACTOME_FASL_CD95L_SIGNALING            SET       5      0.46685    0.0075579      0.39711      0.11988 REACTOME_FASL_CD95L_SIGNALING
REACTOME_FATTY_ACIDS                     SET      14     -0.19168   -0.0051912      0.23274       0.7949 REACTOME_FATTY_ACIDS
REACTOME_FATTY_ACIDS_BOUND_T...          SET       8     0.011115   0.00022759      0.25595      0.48268 REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION
REACTOME_FATTY_ACID_METABOLI...          SET     167     0.051909     0.004836     0.064531      0.21059 REACTOME_FATTY_ACID_METABOLISM
REACTOME_FATTY_ACYL_COA_BIOS...          SET      35      0.17927    0.0076723      0.14516      0.10843 REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS
REACTOME_FBXW7_MUTANTS_AND_N...          SET       5     -0.41291   -0.0066846      0.34706      0.88291 REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER
REACTOME_FCERI_MEDIATED_CA_2...          SET      30   -0.0024911  -9.8718e-05      0.16299       0.5061 REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION
REACTOME_FCERI_MEDIATED_MAPK...          SET      32     -0.15507   -0.0063463      0.14534      0.85699 REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION
REACTOME_FCERI_MEDIATED_NF_K...          SET      75    -0.016284   -0.0010191     0.094969      0.56807 REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION
REACTOME_FCGAMMA_RECEPTOR_FC...          SET      83    -0.059368   -0.0039078     0.095711      0.73246 REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS
REACTOME_FCGR3A_MEDIATED_IL1...          SET      37     0.022514   0.00099065      0.15386      0.44183 REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS
REACTOME_FCGR_ACTIVATION                 SET      12     -0.25466   -0.0063856      0.24084      0.85482 REACTOME_FCGR_ACTIVATION
REACTOME_FC_EPSILON_RECEPTOR...          SET     124    0.0034686   0.00027876     0.074434      0.48142 REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING
