GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
3	9:117680001-117720000	9:117360001-117400000	6.495586e-11	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000157693	1
3	9:117640001-117680000	9:117400001-117440000	4.554254e-58	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117400001-117440000	4.604637e-27	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117440001-117480000	6.04133e-09	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117440001-117480000	5.790103e-09	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117480001-117520000	3.921342e-129	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117480001-117520000	8.690725e-44	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117520001-117560000	1.765646e-288	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117520001-117560000	1.355788e-95	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117560001-117600000	2.129817e-195	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000181634	1
3	9:117680001-117720000	9:117560001-117600000	2.511462e-44	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000181634	1
3	9:117640001-117680000	9:117600001-117640000	2.377841e-96	HiC	GSE87112	Mesendoderm	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117600001-117640000	7.312287e-15	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:117640001-117680000	2.186731e-54	HiC	GSE87112	Mesendoderm	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:62720001-62760000	6.012873e-07	HiC	GSE87112	Mesendoderm	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64000001-64040000	5.103465e-08	HiC	GSE87112	Mesendoderm	intra	rs12766377;rs12774545;rs56299235	ENSG00000182010	1
4	10:64360001-64400000	10:64200001-64240000	3.381511e-19	HiC	GSE87112	Mesendoderm	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64320001-64360000	1.674542e-11	HiC	GSE87112	Mesendoderm	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6120001-6160000	1.764725e-80	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6160001-6200000	2.811063e-46	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6200001-6240000	9.722598e-116	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6240001-6280000	2.143912e-178	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6320001-6360000	1.034164e-61	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6360001-6400000	3.391331e-67	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6400001-6440000	2.346852e-14	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6440001-6480000	4.180663e-127	HiC	GSE87112	Mesendoderm	intra	rs77926029;rs184983658	NA	0
3	9:117640001-117680000	9:117760001-117800000	2.2179e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
4	10:64360001-64400000	10:64880001-64920000	5.950456e-10	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs12766377;rs12774545;rs56299235	ENSG00000148572	1
4	10:64360001-64400000	10:65440001-65480000	1.006273e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65520001-65560000	5.70756e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6520001-6560000	6.596164e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7600001-7640000	1.226575e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7880001-7920000	3.435446e-10	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8680001-8720000	9.717412e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs77926029;rs184983658	NA	0
3	9:117640001-117680000	9:117480001-117520000	1.70137e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117520001-117560000	2.367628e-12	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
5	20:6480001-6520000	20:6240001-6280000	3.866858e-11	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs77926029;rs184983658	NA	0
1	1:114360001-114400000	1:114400001-114440000	2.088814e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs2476601	ENSG00000134242:ENSG00000188761	1
1	1:114360001-114400000	1:114440001-114480000	3.591279e-09	HiC	GSE87112	Trophoblast-like_Cell	intra	rs2476601	ENSG00000134262:ENSG00000118655:ENSG00000163349	1
2	2:234400001-234440000	2:234800001-234840000	2.739058e-09	HiC	GSE87112	Trophoblast-like_Cell	intra	rs78135710	ENSG00000144481	1
3	9:117640001-117680000	9:117680001-117720000	4.158382e-49	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000106952	1
3	9:117640001-117680000	9:117720001-117760000	2.345571e-14	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117760001-117800000	8.348234e-121	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117800001-117840000	5.996623e-15	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117840001-117880000	4.570264e-08	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:117920001-117960000	3.621767e-08	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:118120001-118160000	3.470589e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:118200001-118240000	3.034298e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:118280001-118320000	5.894768e-23	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119040001-119080000	2.858818e-10	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119400001-119440000	2.15543e-09	HiC	GSE87112	Trophoblast-like_Cell	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117720001-117760000	5.071366e-26	HiC	GSE87112	Trophoblast-like_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:117760001-117800000	2.122047e-76	HiC	GSE87112	Trophoblast-like_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118280001-118320000	4.059571e-15	HiC	GSE87112	Trophoblast-like_Cell	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:64680001-64720000	1.60705e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64720001-64760000	3.527768e-14	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64800001-64840000	1.874963e-12	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64880001-64920000	2.123905e-11	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	ENSG00000148572	1
4	10:64360001-64400000	10:64920001-64960000	1.504489e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65480001-65520000	1.325277e-23	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65520001-65560000	1.498877e-17	HiC	GSE87112	Trophoblast-like_Cell	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6520001-6560000	5.591139e-23	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6840001-6880000	7.797179e-10	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6960001-7000000	1.964325e-13	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7080001-7120000	1.132214e-09	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7160001-7200000	3.467134e-08	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7880001-7920000	3.565314e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs77926029;rs184983658	NA	0
1	1:114280001-114320000	1:113640001-113680000	1.2728e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs6679677	NA	0
2	2:234400001-234440000	2:234360001-234400000	2.883343e-07	HiC	GSE87112	Trophoblast-like_Cell	intra	rs78135710	NA	0
